location_id,location_name,target,n_rows,val_mae_mean,test_mae_mean,test_rmse_mean
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,rain,100,0.13605721421539785,0.185380752235651,0.7142832803726197
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,rain,100,0.2290588715672493,0.27607581704854967,0.9774448931217193
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,rain,100,0.20640436708927154,0.29116439163684843,0.9380778449773789
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,rain,100,0.3226796922087669,0.29365762427449227,0.8936658877134324
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,rain,100,0.2915183714032173,0.31448282539844513,1.0056567198038102
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,rain,100,0.2570411166548729,0.31681087344884873,1.050562579035759
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,rain,100,0.2931551828980446,0.3206900453567505,0.9508496248722076
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,rain,100,0.2731304933130741,0.3250043061375618,1.1020076394081115
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,rain,100,0.30170663833618167,0.32611385226249695,0.9933038604259491
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,rain,100,0.34503805309534075,0.32835141658782957,0.9221480685472488
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,rain,100,0.30884876698255537,0.3518234160542488,1.0831630325317383
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,rain,100,0.3548418173193932,0.3521583053469658,1.1833583855628966
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,rain,100,0.2950625994801521,0.3636330059170723,1.1428124952316283
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,rain,100,0.37914125978946683,0.3703227132558823,1.0547941732406616
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,rain,100,0.32220497757196426,0.3935303753614426,1.1682330429553986
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,rain,100,0.30016897708177565,0.40190415441989896,1.550451673269272
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,rain,100,0.3097183507680893,0.4041242554783821,1.5045648884773255
8a329641-ca56-5257-95d6-168b9726b411,hue,rain,100,0.3996856340765953,0.4362845641374588,1.3630414712429046
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,rain,100,0.38302617758512497,0.44168844193220136,1.2639635181427002
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,v10,100,0.47709370344877244,0.44920977264642714,0.5984005445241928
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,rain,100,0.327634005099535,0.4504496878385544,1.4142801690101623
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,u10,100,0.4994542846083641,0.4696936783194542,0.6373213183879852
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,100,0.4780434581637383,0.5293522375822067,0.7413085854053497
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,u10,100,0.5607693493366241,0.567592521905899,0.7728290045261383
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,v10,100,0.6161052125692368,0.5736703142523766,0.7633907681703568
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,100,0.5447386166453362,0.6330883234739304,0.8871010884642601
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,v10,100,0.6733116146922111,0.7245551979541779,1.0666273283958434
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,v10,100,0.6682376581430435,0.732731221318245,0.9600134646892547
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,v10,100,0.736584033370018,0.8134429979324341,1.0508759677410127
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,temp,100,0.871475159227848,0.8360353738069535,1.1179886865615845
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,temp,100,0.8412037029862404,0.8518044251203537,1.1418744027614594
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,u10,100,0.8358322292566299,0.8781357714533806,1.1197906213998794
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,u10,100,0.939998423755169,0.8837837553024293,1.1158378994464875
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,u10,100,0.8595665481686592,0.8988305479288101,1.2447013652324677
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,u10,100,0.9214326304197311,0.9054357475042343,1.2492022049427032
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,v10,100,0.968230282664299,0.9077794572710991,1.1706642681360244
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,press,100,0.9909332190454007,0.9115565945208073,1.1665155237913132
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,temp,100,0.8656429901719094,0.9126148709654808,1.2042570585012435
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,v10,100,0.9083108946681022,0.9247144603729248,1.2205420303344727
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,temp,100,0.8652258303761482,0.926810611486435,1.2285841476917267
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,press,100,0.9534646388888359,0.9307733704149723,1.221292289495468
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,temp,100,0.8861512470245362,0.9315582948923111,1.2377203691005707
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,v10,100,0.8707464376091957,0.9332579451799393,1.3477090907096863
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,press,100,0.9997428978979588,0.9464885990321636,1.2050664722919464
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,u10,100,0.9158734798431396,0.9506142038106918,1.3613910180330278
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,press,100,0.9921691924333572,0.9515920314192772,1.2092465931177139
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,temp,100,0.9490725716948509,0.9590695506334305,1.267279835343361
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,u10,100,0.8683921596407891,0.9750018200278282,1.279252018928528
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,v10,100,0.9499910813570023,0.9912231206893921,1.266842679977417
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,v10,100,0.9033020406961441,0.998841167986393,1.3261528009176253
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,u10,100,0.9266521808505058,1.0140972408652305,1.3440966349840164
8a329641-ca56-5257-95d6-168b9726b411,hue,v10,100,0.8961761611700058,1.0409631535410881,1.4515011018514634
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,u10,100,1.1130117228627205,1.0443885773420334,1.4402859723567962
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,press,100,1.0522778867185116,1.0516943527758122,1.3823875844478608
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,u10,100,1.059926849603653,1.0578522551059724,1.4637675923109055
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,v10,100,1.100095551609993,1.0692989993095399,1.4456121462583542
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,press,100,1.0433184826374053,1.0701888962090016,1.4718096488714218
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,temp,100,1.093409568965435,1.0744039684534072,1.4274238497018814
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,temp,100,1.071658416390419,1.084284474849701,1.437903424501419
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,u10,100,1.0327280285954474,1.0918918347358704,1.3754528683423997
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,temp,100,0.9960544183850288,1.0920037668943405,1.475890528857708
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,u10,100,1.1395682817697526,1.1092057234048844,1.511935385465622
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,press,100,1.1309714837372302,1.1221702966094016,1.4533302852511405
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,u10,100,0.9515452441573143,1.1304878240823746,1.5900962102413176
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,v10,100,1.1992600098252297,1.157300632596016,1.5533159101009368
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,temp,100,1.1022004881501197,1.1719032382965089,1.5692019954323768
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,v10,100,1.0569299426674843,1.1737894001603126,1.5103941029310226
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,u10,100,1.1837942504882812,1.2287975519895553,1.5988050210475921
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,press,100,1.2491005334258078,1.2625873377919197,1.6567137438058852
8a329641-ca56-5257-95d6-168b9726b411,hue,temp,100,1.1864884984493256,1.2754919803142548,1.7203321057558059
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,u10,100,1.2301450425386429,1.277353664636612,1.7960505133867264
8a329641-ca56-5257-95d6-168b9726b411,hue,u10,100,1.2144720217585563,1.2847604483366013,1.7839367693662644
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,v10,100,1.3630283468961715,1.2921508038043976,1.7368664312362672
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,v10,100,1.3195064175128937,1.3354973673820496,1.7877656787633895
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,u10,100,1.2766303369402885,1.3595339077711106,1.7497717303037643
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,temp,100,1.398903389275074,1.4143854829668998,1.8938246765732765
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,100,1.4946421921253203,1.4164966571331024,1.8451336014270783
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,v10,100,1.3811078268289565,1.431343187391758,2.0348650580644607
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,u10,100,1.4622189179062843,1.4463633546233177,1.8818060213327408
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,temp,100,1.5155273258686066,1.4778417029976845,1.9742068940401076
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,temp,100,1.5174657315015794,1.4854815730452537,1.973401677906513
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,v10,100,1.475352608859539,1.5090589565038681,2.0335227638483047
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,temp,100,1.4964880999922752,1.5404225260019302,1.986443138718605
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,temp,100,1.7070033270120621,1.6216697078943252,2.109476022720337
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,temp,100,1.652110591828823,1.6262744131684304,2.1440538889169694
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,temp,100,1.7343281441926957,1.6301473346352577,2.1474805808067323
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,temp,100,1.6417453706264495,1.6328319296240807,2.0983046752214434
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,press,100,1.6095223720371723,1.7239937163889407,2.264278490841389
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,press,100,1.6353649489581585,1.7555756282806396,2.2959798711538313
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,temp,100,1.8212031826376915,1.7730885455012322,2.357356377840042
8a329641-ca56-5257-95d6-168b9726b411,hue,press,100,1.7260739631950854,1.8378996083140373,2.452571994662285
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,press,100,1.9519171035289764,2.048849590271711,2.7515921932458878
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,press,100,2.1130616164207456,2.1896489015221596,2.930501945018768
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,press,100,2.1988290095329286,2.2237136782705784,2.9585490694642065
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,press,100,2.176212863922119,2.2789204493165016,3.0437427097558976
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,press,100,2.08016177803278,2.282156555056572,3.23507224470377
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,press,100,2.2528257991373537,2.354170767068863,3.11022562533617
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,press,100,2.2358081766963007,2.3672144545614717,3.1148209002614022
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,press,100,2.1641069315373898,2.3782156947255135,3.1399553126096724
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,press,100,2.2503223271667956,2.433277005404234,3.2151327547430992
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,rh,100,4.55640785574913,4.680186769962311,6.345934588909149
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,rh,100,4.625623235702514,4.8565558290481565,6.660931987762451
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,rh,100,4.729272632598877,5.013213891983032,6.902298045158386
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,rh,100,5.283740891218185,5.035403382778168,6.916050958633423
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,rh,100,5.223180990219117,5.20548057794571,7.099541795253754
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,rh,100,5.0040894532203675,5.326712632179261,7.205227968692779
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,rh,100,4.7015368938446045,5.40018257856369,7.385955984592438
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,rh,100,5.1030346560478215,5.497497708797455,7.365161285400391
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,rh,100,4.885423811674118,5.596000648736954,7.296016917228699
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,rh,100,5.585145950317383,5.755174081325531,8.03529310464859
8a329641-ca56-5257-95d6-168b9726b411,hue,rh,100,5.803878130912781,6.18820166349411,8.109073452949524
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,rh,100,6.491071002483368,6.631060990095139,8.797206299304962
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,rh,100,7.001588008403778,6.830099840164184,9.08043981552124
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,rh,100,6.966391184329987,7.00341587305069,8.86999831199646
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,rh,100,7.152810626029968,7.254277892112732,9.461824197769165
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,rh,100,7.269507019519806,7.407435013055801,9.577049016952515
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,rh,100,6.7095409417152405,7.451265454292297,9.865844824314117
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,rh,100,7.944668164253235,7.6592961072921755,9.882328147888183
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,rh,100,6.623600015640259,7.705372598171234,10.316503818035125
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,rh,100,7.888886299133301,7.857396864891053,10.123004338741303
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,cloud,100,21.896494636535646,20.42917490005493,26.90823543548584
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,cloud,100,21.96560601234436,21.44473003387451,28.40001091003418
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,cloud,100,22.85075421333313,21.686349277496337,28.606888103485108
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,cloud,100,23.048924884796143,22.065805978775025,28.789625625610352
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,cloud,100,23.506951112747192,22.326250410079957,28.49958179473877
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,cloud,100,24.950497121810912,22.977782735824587,29.70545177459717
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,cloud,100,24.78060869216919,23.047493934631348,28.53158535003662
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,cloud,100,22.813996534347535,23.162358474731445,29.356653099060058
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,cloud,100,25.73282732963562,24.18508180618286,29.681160316467285
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,100,25.13402361869812,24.21710897445679,29.74849323272705
8a329641-ca56-5257-95d6-168b9726b411,hue,cloud,100,26.462945947647096,25.004453191757204,30.487557468414305
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,cloud,100,26.06996335029602,25.02708481788635,30.95244457244873
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,cloud,100,26.878672780990602,25.054680948257445,30.84145715713501
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,cloud,100,25.639671401977537,25.701177654266356,31.36788206100464
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,cloud,100,27.75655941963196,25.920015211105348,32.0225093460083
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,cloud,100,25.52962839126587,26.124348669052125,31.899049587249756
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,cloud,100,28.43395703315735,27.40313054084778,33.25794872283936
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,cloud,100,27.275297584533693,27.525877027511598,33.188276805877685
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,cloud,100,28.89120801925659,27.53156554222107,33.24180717468262
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,cloud,100,29.331086301803587,27.833023872375488,33.594060764312744
